userID,label,stop_lat,stop_lon,arrivalTimestamp,arrival,duration,restaurantNumber,Restaurant_name,Restaurant_ID,restaurant_lat,restaurant_lon,distance,exploring
663,11,55.678092825,12.573011575,1394467200.0,2014-03-10 16:00:00,0:15:00,2839,Restaurant Shanghai,4bec48dfc43f2d7ff0aadbd9,55.678151990299995,12.5730586212,0.0072095821292920085,yes
663,0,55.7854408,12.5188682,1394622000.0,2014-03-12 11:00:00,4:30:00,7240,DTU Caféen i 306,4c985ca907916dcb3c9feb1b,55.78536800000001,12.51914,0.01882370024867932,yes
663,130,55.6762294,12.56369865,1394825400.0,2014-03-14 19:30:00,2:45:00,2605,Café Palads,4f230705e4b0c41c51254119,55.676110717700006,12.5637598921,0.013744273009891634,yes
663,50,55.66263165,12.56091525,1394968500.0,2014-03-16 11:15:00,0:45:00,873,Café Bager,51ba038c498e02b743becb68,55.662503249,12.5608722892,0.014529631505707177,yes
663,48,55.6626522,12.5622424,1394973900.0,2014-03-16 12:45:00,0:30:00,862,LêLê Street Kitchen // Fisketorvet,554cc781498e035b859b3014,55.6626990568,12.5620752283,0.011708356791658048,yes
663,0,55.7854834,12.51900195,1395306900.0,2014-03-20 09:15:00,1:15:00,7240,DTU Caféen i 306,4c985ca907916dcb3c9feb1b,55.78536800000001,12.51914,0.015464658701466447,no
663,67,55.67953425,12.5744792,1396278000.0,2014-03-31 15:00:00,0:15:00,3234,Cafe Beirut,4f0588fbe5facc333e2715bf,55.679537830600005,12.574450418,0.0018485045987982542,yes
174,40,55.6297974,12.5783607,1393754400.0,2014-03-02 10:00:00,5:00:00,170,Dalle Valle,569929aa498e9c75520a74fe,55.6298032087,12.5785877152,0.014265150368515228,no
174,95,55.68671965,12.55841495,1393776000.0,2014-03-02 16:00:00,1:45:00,4638,cafe blå,5b56d87390d1ed002c711eea,55.686646,12.558432,0.008258712588477116,no
174,502,55.7547796,12.5173527,1393791300.0,2014-03-02 20:15:00,0:30:00,6871,McDonald's,4afe83e1f964a520812f22e3,55.7547944812,12.517482239100001,0.008273053257942382,no
174,5,55.7864821,12.5246587,1394018100.0,2014-03-05 11:15:00,0:30:00,7245,DTU Hovedkantinen,4bd801300b779c74a93506a0,55.7866466201,12.5247864155,0.01996049751494231,no
174,5,55.7865498,12.5246216,1394040600.0,2014-03-05 17:30:00,3:30:00,7245,DTU Hovedkantinen,4bd801300b779c74a93506a0,55.7866466201,12.5247864155,0.014902677025718968,no
174,75,55.6806391,12.5737153,1394805600.0,2014-03-14 14:00:00,4:30:00,3537,Københavns Hovedbibliotek,4afeb6acf964a520073022e3,55.680742995699994,12.573735538,0.011621975138940713,yes
174,37,55.76992105,12.50550225,1395245700.0,2014-03-19 16:15:00,0:15:00,7032,Meyers Deli,5219da5111d27a09b67d4cdf,55.769851503299996,12.5055018508,0.007733003049094385,yes
174,80,55.77196225,12.5066448,1395416700.0,2014-03-21 15:45:00,1:00:00,7099,pandekager,5426cb65498e05dee593c8fc,55.77199,12.506618,0.003510869414866645,yes
174,394,55.65811905,12.58953675,1396089900.0,2014-03-29 10:45:00,0:45:00,642,Cafeen Indre Gade,4ce533b77f69b60c4828b312,55.658291176700004,12.5895806187,0.019336331475320403,yes
174,40,55.62973285,12.57855635,1396094400.0,2014-03-29 12:00:00,0:45:00,179,Loft GastroGrill,561e9718498e27a32401373a,55.629754358599996,12.578648897799999,0.0062828018789047825,yes
397,38,55.7853522,12.5192984,1394007300.0,2014-03-05 08:15:00,2:30:00,7240,DTU Caféen i 306,4c985ca907916dcb3c9feb1b,55.78536800000001,12.51914,0.010058246145793526,no
397,11,55.7864914,12.524751725,1394190000.0,2014-03-07 11:00:00,0:15:00,7245,DTU Hovedkantinen,4bd801300b779c74a93506a0,55.7866466201,12.5247864155,0.017395445446214748,yes
397,112,55.6722061,12.5633231,1394203500.0,2014-03-07 14:45:00,0:15:00,2183,Den Økologiske Pølsemand,506c3d67e4b0d23ed14a093b,55.6722468654,12.5635030911,0.01216275319336518,yes
397,0,55.782144675,12.521263175,1394520300.0,2014-03-11 06:45:00,3:45:00,7229,The Turkish Kitchen,5aec270aa795bd002cff3bd2,55.782307,12.521125,0.020010999881142157,yes
397,38,55.785323975,12.5193072,1394613000.0,2014-03-12 08:30:00,2:15:00,7240,DTU Caféen i 306,4c985ca907916dcb3c9feb1b,55.78536800000001,12.51914,0.011543509444900561,no
397,0,55.7821379,12.5212326,1395125100.0,2014-03-18 06:45:00,0:30:00,7229,The Turkish Kitchen,5aec270aa795bd002cff3bd2,55.782307,12.521125,0.019970655143351834,no
397,38,55.785323,12.519202,1395217800.0,2014-03-19 08:30:00,2:00:00,7240,DTU Caféen i 306,4c985ca907916dcb3c9feb1b,55.78536800000001,12.51914,0.006329553327698094,no
397,87,55.76898895,12.5051778,1395409500.0,2014-03-21 13:45:00,1:45:00,7024,Wokshop,51829e4a498e35b6726ed489,55.769113121000004,12.5052647692,0.014840115627591582,yes
397,174,55.7718964,12.50180825,1395417600.0,2014-03-21 16:00:00,0:15:00,7064,Emmerys,4c72029dd944224b98c90b29,55.771814613400004,12.501764585,0.009495754864298583,yes
397,224,55.76836835,12.504012775,1395419400.0,2014-03-21 16:30:00,0:45:00,7008,Jernbane Kebab House,4f3d1487e4b0d26d158f4eb2,55.768332,12.504158,0.009942807882760274,yes
405,139,55.68221525,12.5743079,1394273700.0,2014-03-08 10:15:00,0:15:00,3972,MR Restaurant,4adcdb01f964a520785e21e3,55.6823242951,12.5741860571,0.014330617088617973,no
405,7,55.6781921,12.5779669,1394278200.0,2014-03-08 11:30:00,0:30:00,2901,Hoppes Cafe & Bar,4b1adbfcf964a52065f323e3,55.6781043912,12.5781070687,0.013128260485322509,yes
405,180,55.6784986,12.5753757,1394280900.0,2014-03-08 12:15:00,0:15:00,3225,Sandwich Baren,4d8620be5e70224bda093009,55.678666,12.57544735,0.019148484427420263,yes
405,106,55.67789855,12.57239595,1394282700.0,2014-03-08 12:45:00,0:15:00,2853,Ann & Jan,4f929dfce4b00fe65e761642,55.677949,12.572497,0.008462260541696348,yes
405,12,55.7853206,12.5189778,1394449200.0,2014-03-10 11:00:00,0:30:00,7240,DTU Caféen i 306,4c985ca907916dcb3c9feb1b,55.78536800000001,12.51914,0.01142912519166784,no
303,88,55.6739548,12.5623598,1394555400.0,2014-03-11 16:30:00,0:45:00,2405,Mado,5991badc6bd36b43bfbf0da7,55.6740999361,12.562220453399998,0.01835186748414265,yes
303,273,55.7708775,12.50689955,1395075600.0,2014-03-17 17:00:00,0:45:00,7075,Cafe Woody,4bd2f1f8a8b3a593a0b7685f,55.7708618392,12.506829973,0.004686845541112306,yes
303,286,55.67158295,12.5593214,1395854100.0,2014-03-26 17:15:00,1:30:00,1868,Restaurant Carino,4ced4a0d8604a1cd1d78f1c0,55.6714841085,12.5592283555,0.012443469888724053,yes
303,125,55.67214495,12.563134225,1395860400.0,2014-03-26 19:00:00,0:45:00,2180,Restaurant Osaka,4b915e67f964a520d4b633e3,55.672096053699995,12.563044863900002,0.0078077293004248805,yes
303,55,55.6778513,12.5769248,1396191600.0,2014-03-30 15:00:00,0:45:00,2895,Chipolte Hot,4dc1257ffa764d03e9f70170,55.677932491099995,12.5768427084,0.010391915757412343,yes
344,207,55.77178545,12.5019103,1393769700.0,2014-03-02 14:15:00,0:15:00,7064,Emmerys,4c72029dd944224b98c90b29,55.771814613400004,12.501764585,0.0096737543254901,yes
344,196,55.7607848,12.45528845,1394643600.0,2014-03-12 17:00:00,0:15:00,6932,Lagkagehuset,58627a6f45c3ed1e7d2bb6b7,55.760736,12.455118,0.011965130778913475,yes
344,5,55.78535765,12.5193186,1394786700.0,2014-03-14 08:45:00,1:30:00,7240,DTU Caféen i 306,4c985ca907916dcb3c9feb1b,55.78536800000001,12.51914,0.011226005664356503,no
344,13,55.68165735,12.5821602,1394846100.0,2014-03-15 01:15:00,0:30:00,3996,Bistro Central,54928597498ed521a25d74d8,55.681620753699995,12.5821921876,0.004536353309657105,yes
344,0,55.786588075,12.52459335,1395054000.0,2014-03-17 11:00:00,0:15:00,7245,DTU Hovedkantinen,4bd801300b779c74a93506a0,55.7866466201,12.5247864155,0.013714420841106809,yes
344,33,55.77941,12.5092842,1395306000.0,2014-03-20 09:00:00,1:45:00,7204,La Eliza,4f952a7fe4b0a510a7e8d758,55.77944507310001,12.5092682449,0.004025949325650916,yes
344,5,55.7852472,12.51932675,1395746100.0,2014-03-25 11:15:00,4:45:00,7240,DTU Caféen i 306,4c985ca907916dcb3c9feb1b,55.78536800000001,12.51914,0.01779788694347123,no
43,187,55.67250385,12.564183,1393659000.0,2014-03-01 07:30:00,0:15:00,2170,Baresso Coffee,57d23019498e5a4991606eee,55.6723989364,12.564363155699999,0.016239121760068982,yes
43,169,55.630751,12.576562125,1394541900.0,2014-03-11 12:45:00,0:15:00,165,Starbucks,50b71786e4b0b43909ea67c0,55.630929846499996,12.5765515075,0.01989803903454937,yes
43,200,55.630767475,12.5782336,1394543700.0,2014-03-11 13:15:00,0:15:00,188,Kalles Kaffe,54707e32498e6225273e24cc,55.6307320782,12.5781272076,0.007752150136001345,yes
43,183,55.6632955,12.6028256,1394829900.0,2014-03-14 20:45:00,5:30:00,921,Smileys Kebab,537b2daf498edb1da558b31e,55.663335669300004,12.602683839800001,0.009950240342792351,yes
43,300,55.66194835,12.60390065,1394850600.0,2014-03-15 02:30:00,0:15:00,799,Arkiv,5ba8b4ca1953f300391c3e30,55.661925,12.603805,0.00653709386649307,yes
43,183,55.66327555,12.602824175,1394892000.0,2014-03-15 14:00:00,0:45:00,921,Smileys Kebab,537b2daf498edb1da558b31e,55.663335669300004,12.602683839800001,0.011052521324023191,no
43,184,55.68186855,12.58355325,1394937000.0,2014-03-16 02:30:00,1:15:00,4023,Coffee Factory,4af2c803f964a5207ee821e3,55.6819839395,12.583627039200001,0.013639126453166749,yes
43,11,55.679651925,12.585036275,1394942400.0,2014-03-16 04:00:00,0:45:00,3350,Knud Broberg Pølsevogn,4d9579bc9aec59418b655f64,55.6795685789,12.5849246979,0.011611364844531073,yes
43,263,55.68555275,12.56668555,1395594000.0,2014-03-23 17:00:00,2:00:00,4464,Halifax,4af2aca4f964a52039e821e3,55.6855621029,12.5667111878,0.0019144292682843076,yes
43,307,55.6781767,12.5723363,1396098000.0,2014-03-29 13:00:00,0:30:00,3188,Max,508ace8ce4b0cc37030dc820,55.678182960600004,12.5724471917,0.006987422986666781,yes
43,265,55.6800676,12.5749998,1396140300.0,2014-03-30 00:45:00,2:00:00,3591,foodstation,4fdb1d21e4b05180f3d6bef9,55.6799824433,12.5749789919,0.009558256484029653,yes
43,90,55.68311215,12.5727699,1396153800.0,2014-03-30 04:30:00,0:15:00,4227,JOE & THE JUICE,4cf7acce9d11b1f73635c7ed,55.683076922,12.5727152824,0.005202927560571298,yes
302,10,55.7855086,12.51894155,1394622900.0,2014-03-12 11:15:00,3:45:00,7240,DTU Caféen i 306,4c985ca907916dcb3c9feb1b,55.78536800000001,12.51914,0.019959511767981,no
